MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os06g44500	0.8609941082854534	1.1342430427680403e-7	Os06g0655500	OsFbox319	Kelch-type beta propeller domain containing protein	protein_coding	LOC4341715	4341715	Kelch-type beta propeller domain containing protein.	NA	NA	NA	NA	OsFbox319, Os_F0429, OsFBK17, FBK17	F-box protein 319, F-box-type E3 ubiquitin ligase K17	NA	NA	NA	F-box protein AFR	GO:0005515, GO:0009585, GO:0010017	protein binding, red, far-red light phototransduction, red or far-red light signaling pathway
LOC_Os06g44500	0.8609941082854534	1.1342430427680403e-7	Os06g0655500	OsFbox319	Kelch-type beta propeller domain containing protein	protein_coding	LOC4341715	4341715	Hypothetical conserved gene.	NA	NA	NA	NA	OsFbox319, Os_F0429, OsFBK17, FBK17	F-box protein 319, F-box-type E3 ubiquitin ligase K17	NA	NA	NA	F-box protein AFR	GO:0005515, GO:0009585, GO:0010017	protein binding, red, far-red light phototransduction, red or far-red light signaling pathway
LOC_Os07g42220	1.1801660057058008	1.1372348288714227e-7	Os07g0613800	NA	Protein of unknown function DUF1677, plant domain containing protein	protein_coding	LOC4343888	4343888	Protein of unknown function DUF1677, plant domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4343888	NA	NA
LOC_Os02g51440	2.5271367756614715	1.2268779963378645e-7	Os02g0749700	OsLAC10	Laccase, Lignin biosynthesis, Response to Cu stress of rice root	protein_coding	LOC107276196	107276196	Laccase, Lignin biosynthesis, Response to Cu stress of rice roots	OsLAC10	laccase 10	LAC10	LACCASE 10	OsLAC10	laccase 10	LACCASE 10	NA	NA	putative laccase-9	GO:0046274, GO:0052716, GO:0005507, GO:0016491, GO:0048046, GO:0016722, GO:0046872, GO:0005576, GO:0055114, GO:0009414, GO:0009651, GO:0010038, GO:0010288, GO:0046685, GO:0046688	NA
LOC_Os10g10290	2.1881610761154224	1.277038085317602e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os01g38359	0.8526942096663578	1.2941674304884306e-7	Os01g0564300	OsFKBP46	Peptidyl-prolyl cis-trans isomerase, FKBP-type domain containing protein	protein_coding	LOC4327925	4327925	Peptidyl-prolyl cis-trans isomerase, FKBP-type domain containing protein.	NA	NA	NA	NA	OsFKBP46, FKBP46	FK506 binding protein 46	_	NA	NA	peptidyl-prolyl cis-trans isomerase FKBP65	GO:0061077, GO:0003755, GO:0005737, GO:0000413, GO:0016853, GO:0006457, GO:0005528, GO:0009723, GO:0016020	chaperone-mediated protein folding, peptidyl-prolyl cis-trans isomerase activity, cytoplasm, protein peptidyl-prolyl isomerization, isomerase activity, protein folding, FK506 binding, response to ethylene, membrane
LOC_Os06g14030	1.0497293401130654	1.2951901600154942e-7	Os06g0250600	OsK5.2	Outward Shaker K<sup>+</sup> channel, K<sup>+</sup> release by guard cells for stomatal closure, K<sup>+</sup> translocation toward the shoot	protein_coding	LOC4340653	4340653	Outward Shaker K<sup>+</sup> channel, K<sup>+</sup> release by guard cells for stomatal closure, K<sup>+</sup> translocation toward the shoots	OsK5.2, OsGORK	NA	GORK	GUARD CELL OUTWARD RECTIFYING K+ CHANNEL	OsGORK, OsK5.2, K5.2, KOR1, OsKOR1	guard cell outward rectifying K+ channel	GUARD CELL OUTWARD RECTIFYING K+ CHANNEL	NA	NA	potassium channel KOR1-like	GO:0055085, GO:0005249, GO:0006813, GO:0005216, GO:0016021, GO:0034765, GO:0006811, GO:0016020, GO:0005244, GO:0005267, GO:0071805, GO:0005515, GO:0005887, GO:0009651, GO:0010118, GO:0010232, GO:0042391	transmembrane transport, voltage-gated potassium channel activity, potassium ion transport, ion channel activity, integral component of membrane, regulation of ion transmembrane transport, ion transport, membrane, voltage-gated ion channel activity, potassium channel activity, potassium ion transmembrane transport, protein binding, integral component of plasma membrane, response to salt stress, stomatal movement, vascular transport, regulation of membrane potential
LOC_Os02g32520	0.9097493086672369	1.3044761148276907e-7	Os02g0526400	ClpD1	Similar to ATP-dependent Clp protease ATP-binding subunit	protein_coding	LOC4329520	4329520	Caseinolytic protease regulatory ATPase module, Intrinsic chaperone, Tolerance to salt and desiccation stresses	OsClpD1, OsClpD1.3	NA	ERD1	EARLY RESPONSIVE TO DEHYDRATION 1	CLPD1, ClpD1, OsERD1, OSClpD, osClpD, OsClpD1, OsClpD1.1, OsClpD1.2, OsClpD1.3, OsClpD1.4	class I Clp ATPase D1, early responsive to drought 1	CLASS I CLP ATPASE D1	NA	NA	chaperone protein ClpD1, chloroplastic-like	GO:0016887, GO:0005524, GO:0019538, GO:0005515, GO:0005983, GO:0006562, GO:0006970, GO:0008233, GO:0009414, GO:0009651, GO:0009751, GO:0009941, GO:0017111, GO:0034605	ATP hydrolysis activity, ATP binding, protein metabolic process, protein binding, starch catabolic process, proline catabolic process, response to osmotic stress, peptidase activity, response to water deprivation, response to salt stress, response to salicylic acid, chloroplast envelope, ribonucleoside triphosphate phosphatase activity, cellular response to heat
LOC_Os01g60340	1.615585977996363	1.3121144758238725e-7	Os01g0819200	NA	Similar to calcium lipid binding protein-like	protein_coding	LOC4327448	NA	Similar to calcium lipid binding protein-like.	NA	NA	NA	NA	NA	NA	NA	NA	NA	synaptotagmin-2	GO:0016021, GO:0008289, GO:0005783, GO:0006869, GO:0016020, GO:0012505, GO:0005515	integral component of membrane, lipid binding, endoplasmic reticulum, lipid transport, membrane, endomembrane system, protein binding
LOC_Os01g21310	1.6766597611115601	1.3387059959296724e-7	Os01g0315700	NA	Similar to Monoglyceride lipase	protein_coding	LOC4327293	NA	Similar to Monoglyceride lipase.	NA	NA	NA	NA	NA	NA	NA	NA	NA	caffeoylshikimate esterase	GO:0016020, GO:0016298	membrane, lipase activity
LOC_Os09g26660	0.7895455404548447	1.453422036251639e-7	Os09g0438000	rbohG	Similar to RbohAOsp (Fragment)	protein_coding	LOC4347158	4347158	Similar to RbohAOsp (Fragment).	NA	NA	RBOHG	RESPIRATORY BURST OXIDASE HOMOLOG G	rbohG, OsrbohG, Os rbohG, OsRbohG, OsNox7, Nox7, OsrbohB, OsRBOHB, RBOHB, OsRboh7, Rboh7	Respiratory Burst Oxidase Homolog G, NADPH oxidase 7	RESPIRATORY BURST OXIDASE HOMOLOG G	NA	NA	respiratory burst oxidase homolog protein E	GO:0050664, GO:0004601, GO:0016021, GO:0016491, GO:0005509, GO:0016020, GO:0098869, GO:0005506, GO:0009055, GO:0050660, GO:0055114, GO:0009413, GO:0009414, GO:0009415, GO:0009609, GO:0009737, GO:0009845	NA
LOC_Os09g26660	0.7895455404548447	1.453422036251639e-7	Os09g0438000	rbohG	Similar to RbohAOsp (Fragment)	protein_coding	LOC4347158	4347158	Similar to Respiratory burst oxidase-like protein E.	NA	NA	RBOHG	RESPIRATORY BURST OXIDASE HOMOLOG G	rbohG, OsrbohG, Os rbohG, OsRbohG, OsNox7, Nox7, OsrbohB, OsRBOHB, RBOHB, OsRboh7, Rboh7	Respiratory Burst Oxidase Homolog G, NADPH oxidase 7	RESPIRATORY BURST OXIDASE HOMOLOG G	NA	NA	respiratory burst oxidase homolog protein E	GO:0050664, GO:0004601, GO:0016021, GO:0016491, GO:0005509, GO:0016020, GO:0098869, GO:0005506, GO:0009055, GO:0050660, GO:0055114, GO:0009413, GO:0009414, GO:0009415, GO:0009609, GO:0009737, GO:0009845	NA
LOC_Os02g06380	0.7467960015740158	1.4644827880056942e-7	Os02g0158500	CDC3	Uncharacterized plant-specific domain 01627 containing protein	protein_coding	LOC4328366	4328366	Uncharacterized plant-specific domain 01627 containing protein.	NA	NA	NA	NA	CDC3	cdc2 (cyclin-dependent kinase 2) -like gene	NA	NA	NA	protein IRX15-LIKE	GO:0005794, GO:0009834, GO:0045492, GO:0016021, GO:0045491, GO:0000139, GO:0016020, GO:0071554	Golgi apparatus, plant-type secondary cell wall biogenesis, xylan biosynthetic process, integral component of membrane, xylan metabolic process, Golgi membrane, membrane, cell wall organization or biogenesis
LOC_Os08g37370	1.1427258785605596	1.5843583646237214e-7	Os08g0478700	NA	Similar to Mitochondrial uncoupling protein 4	protein_coding	LOC4345841	4345841	Similar to Mitochondrial uncoupling protein 4.	NA	NA	NA	NA	NA	NA	NA	NA	NA	mitochondrial uncoupling protein 5	GO:0022857, GO:0016021, GO:0016020	transmembrane transporter activity, integral component of membrane, membrane
LOC_Os07g25390	0.6321923905871577	1.5860814004679724e-7	Os07g0434500	NA	Similar to chromatin remodeling complex subunit	protein_coding	LOC4343066	4343066	Similar to chromatin remodeling complex subunit.	NA	NA	NA	NA	OsDRD1, CHR736, OsCHR736	DRD1 protein, chromatin remodeling factor 736	CHROMATIN REMODELING FACTOR 736	NA	NA	protein CHROMATIN REMODELING 35	GO:0005524, GO:0000166, GO:0005634, GO:0080188, GO:0140658, GO:0003676, GO:0003677, GO:0004386, GO:0009414, GO:0009651, GO:0050832	ATP binding, nucleotide binding, nucleus, gene silencing by RNA-directed DNA methylation, ATP-dependent chromatin remodeler activity, nucleic acid binding, DNA binding, helicase activity, response to water deprivation, response to salt stress, defense response to fungus
LOC_Os08g25380	0.9586767539848382	1.5874127292134777e-7	Os08g0342300	BRL3	BR receptor kinase, Brassinosteroid (BR) perception in the roo	protein_coding	LOC9272003	9272003	BR receptor kinase, Brassinosteroid (BR) perception in the root	BRL3, OsBRL3	BRI1 LIKE 3, BRI1-like receptor kinase 3	BRL3	BRI1 LIKE 3	OsBRL3	BRI1-like receptor kinase 3	BRI1-LIKE RECEPTOR KINASE 3	NA	NA	brassinosteroid LRR receptor kinase BRL3-like	GO:0005524, GO:0005886, GO:0016021, GO:0009742, GO:0004674, GO:0016740, GO:0016020, GO:0000166, GO:0004672, GO:0006468, GO:0016301, GO:0016310, GO:0009755, GO:0005515, GO:0106310, GO:0016772, GO:0004872, GO:0009729	NA
LOC_Os02g03840	0.769651879780272	1.697258502767314e-7	Os02g0131100	NA	Hypothetical conserved gene	protein_coding	LOC4328194	4328194	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	titin homolog	NA	NA
LOC_Os02g03840	0.769651879780272	1.697258502767314e-7	Os02g0131100	NA	Hypothetical conserved gene	protein_coding	LOC4328194	4328194	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	titin homolog	NA	NA
LOC_Os05g03160	1.834940115699554	1.7698710877983506e-7	Os05g0123000	NA	Similar to Lateral organ boundaries domain 1	protein_coding	LOC107278669	107278669	Similar to Lateral organ boundaries domain 1.	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOB domain-containing protein 1	NA	NA
LOC_Os06g48860	0.9246619913085293	1.875368113206504e-7	Os06g0702000	OsSAUR28	Auxin responsive SAUR protein family protein	protein_coding	LOC9268586	9268586	Auxin responsive SAUR protein family protein.	NA	NA	SAUR28	SMALL AUXIN-UP RNA 28	OsSAUR28	Small auxin-up RNA 28	SAUR PROTEIN 28	NA	NA	auxin-responsive protein SAUR19	GO:0009733	response to auxin
LOC_Os06g04889	1.1548668900414159	1.88923086965284e-7	Os06g0140900	NA	Sigma factor, regions 3 and 4 domain containing protein	protein_coding	NA	NA	Sigma factor, regions 3 and 4 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os02g28340	1.3480035190941104	1.9092216205115338e-7	Os02g0485000	OsMaT-3	Transferase domain containing protein	protein_coding	LOC4329374	4329374	Transferase domain containing protein.	NA	NA	NA	NA	OsMaT-3	malonyltransferase 3	NA	NA	NA	phenolic glucoside malonyltransferase 1	GO:0016747, GO:0050734	acyltransferase activity, transferring groups other than amino-acyl groups, hydroxycinnamoyltransferase activity
LOC_Os03g20680	3.117022813792767	1.9428498027834927e-7	Os03g0322900	LEA17	Late embryogenesis abundant (LEA) protein, Abiotic stress toleranc	protein_coding	LOC4332688	4332688	Late embryogenesis abundant (LEA) protein, Abiotic stress tolerance	LEA17, OsLEA17, OsLEA3-2, LEA3-2	LATE EMBRYOGENESIS ABUNDANT PROTEIN 17, late embryogenesis abundant protein 17	LEA17	LATE EMBRYOGENESIS ABUNDANT PROTEIN 17	OsLEA17, OsLEA3-2, LEA3-2, LEA1	late embryogenesis abundant protein 17	LATE EMBRYOGENESIS ABUNDANT PROTEIN 17	NA	NA	late embryogenesis abundant protein 17-like	GO:0005634, GO:1902584, GO:0050826, GO:1901002, GO:0006970, GO:0009409, GO:0009414, GO:0009651, GO:0009737, GO:0042542	nucleus, positive regulation of response to water deprivation, response to freezing, positive regulation of response to salt stress, response to osmotic stress, response to cold, response to water deprivation, response to salt stress, response to abscisic acid, response to hydrogen peroxide
LOC_Os08g06280	1.049460575545832	1.9957838154735388e-7	Os08g0159500	OsLSD1	Similar to Zinc-finger protein Lsd1	protein_coding	LOC4344713	4344713	C2C2-type zinc finger protein, Promotion of seed germination, Modulation of gibberellin biosynthesis, Regulation of cell death and callus differentiation	OsLOL1, OsLSD1	NA	NA	NA	OsLSD1, OsLOL1, OsLSD1.1, LSD1.1	zinc finger protein LSD1, LESION SIMULATING DISEASE1.1, LESION SIMULATING DISEASE 1.1	_	NA	NA	protein LSD1-like	GO:0005634, GO:0031348, GO:0030154, GO:0009626, GO:0034051, GO:0045595, GO:0006952, GO:0006915, GO:0009642, GO:0009845, GO:0010371, GO:0012501, GO:0043069, GO:0050832	nucleus, negative regulation of defense response, cell differentiation, plant-type hypersensitive response, negative regulation of plant-type hypersensitive response, regulation of cell differentiation, defense response, apoptotic process, response to light intensity, seed germination, regulation of gibberellin biosynthetic process, programmed cell death, negative regulation of programmed cell death, defense response to fungus
LOC_Os08g06280	1.049460575545832	1.9957838154735388e-7	Os08g0159500	OsLSD1	Similar to Zinc-finger protein Lsd1	protein_coding	LOC4344713	4344713	Similar to LOL1.	NA	NA	NA	NA	OsLSD1, OsLOL1, OsLSD1.1, LSD1.1	zinc finger protein LSD1, LESION SIMULATING DISEASE1.1, LESION SIMULATING DISEASE 1.1	_	NA	NA	protein LSD1-like	GO:0005634, GO:0031348, GO:0030154, GO:0009626, GO:0034051, GO:0045595, GO:0006952, GO:0006915, GO:0009642, GO:0009845, GO:0010371, GO:0012501, GO:0043069, GO:0050832	nucleus, negative regulation of defense response, cell differentiation, plant-type hypersensitive response, negative regulation of plant-type hypersensitive response, regulation of cell differentiation, defense response, apoptotic process, response to light intensity, seed germination, regulation of gibberellin biosynthetic process, programmed cell death, negative regulation of programmed cell death, defense response to fungus
LOC_Os01g57740	0.8419252590689925	2.1050920014864868e-7	Os01g0787400	NA	Conserved hypothetical protein	protein_coding	LOC4325858	4325858	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4325858	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os06g01590	2.6987595259506	2.1050920014864868e-7	Os06g0104900	NA	Similar to L-lactate dehydrogenase B (EC 1.1.1.27) (LDH-B) (Fragment)	protein_coding	LOC4339856	4339856	Similar to L-lactate dehydrogenase B (EC 1.1.1.27) (LDH-B) (Fragment).	NA	NA	NA	NA	OsMDH6.1	NA	MALATE DEHYDROGENASE 6.1	NA	NA	L-lactate dehydrogenase B	GO:0004459, GO:0019752, GO:0016616, GO:0005975, GO:0005737, GO:0016491, GO:0003824, GO:0000166, GO:0006096, GO:0044262, GO:0055114, GO:0005634, GO:0009651	NA
LOC_Os10g21990	2.346029400005209	2.1316454072196786e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os01g46130	1.7123254356705475	2.1695579461270578e-7	Os01g0650000	NA	Similar to esterase	protein_coding	LOC4326254	4326254	Similar to esterase.	NA	NA	NA	NA	NA	NA	NA	NA	NA	GDSL esterase/lipase At1g28600	GO:0016788, GO:0006629	hydrolase activity, acting on ester bonds, lipid metabolic process
LOC_Os01g46130	1.7123254356705475	2.1695579461270578e-7	Os01g0650000	NA	Similar to esterase	protein_coding	LOC4326254	4326254	Lipase, GDSL domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	GDSL esterase/lipase At1g28600	GO:0016788, GO:0006629	hydrolase activity, acting on ester bonds, lipid metabolic process
LOC_Os01g50820	1.8708275257948883	2.171693779886695e-7	Os01g0704100	NRT2.3	Nitrate transporter, Nitrate transpor	protein_coding	LOC4324249	4324249	Nitrate transporter, Nitrate transport	NRT2.3, OsNRT2.3, OsNRT2;1, OsNRT2.3a, OsNRT2.3b, OsNRT2;3a, OsNRT2.5	HIGH AFFINITY NITRATE TRANSPORTER, high-affinity nitrate transporter 2.3	NRT2.3	HIGH AFFINITY NITRATE TRANSPORTER	OsNRT2.3, OsNRT2;1, OsNRT2.3a, OsNRT2.3b, OsNRT2;3a, OsNRT2.5	high-affinity nitrate transporter 2.3	HIGH AFFINITY NITRATE TRANSPORTER	NA	NA	high-affinity nitrate transporter 2.3-like	GO:0022857, GO:0055085, GO:0042128, GO:0015706, GO:0015112, GO:0005886, GO:0016021, GO:0009705, GO:0071249, GO:0016020, GO:0005515, GO:0006885, GO:0007165, GO:0009268, GO:0009413, GO:0009414, GO:0009610, GO:0009620, GO:0019740, GO:0046688, GO:0070482	transmembrane transporter activity, transmembrane transport, nitrate assimilation, nitrate transmembrane transport, nitrate transmembrane transporter activity, plasma membrane, integral component of membrane, plant-type vacuole membrane, cellular response to nitrate, membrane, protein binding, regulation of pH, signal transduction, response to pH, response to flooding, response to water deprivation, response to symbiotic fungus, response to fungus, nitrogen utilization, response to copper ion, response to oxygen levels
LOC_Os01g50820	1.8708275257948883	2.171693779886695e-7	Os01g0704100	NRT2.3	Nitrate transporter, Nitrate transpor	protein_coding	LOC4324249	4324249	Nitrate transporter, Long-distance nitrate transport	NRT2.3, OsNRT2.3a, OsNRT2.3, OsNRT2	HIGH AFFINITY NITRATE TRANSPORTER, high-affinity nitrate transporter 2.3	NRT2.3	HIGH AFFINITY NITRATE TRANSPORTER	OsNRT2.3, OsNRT2;1, OsNRT2.3a, OsNRT2.3b, OsNRT2;3a, OsNRT2.5	high-affinity nitrate transporter 2.3	HIGH AFFINITY NITRATE TRANSPORTER	NA	NA	high-affinity nitrate transporter 2.3-like	GO:0022857, GO:0055085, GO:0042128, GO:0015706, GO:0015112, GO:0005886, GO:0016021, GO:0009705, GO:0071249, GO:0016020, GO:0005515, GO:0006885, GO:0007165, GO:0009268, GO:0009413, GO:0009414, GO:0009610, GO:0009620, GO:0019740, GO:0046688, GO:0070482	transmembrane transporter activity, transmembrane transport, nitrate assimilation, nitrate transmembrane transport, nitrate transmembrane transporter activity, plasma membrane, integral component of membrane, plant-type vacuole membrane, cellular response to nitrate, membrane, protein binding, regulation of pH, signal transduction, response to pH, response to flooding, response to water deprivation, response to symbiotic fungus, response to fungus, nitrogen utilization, response to copper ion, response to oxygen levels
LOC_Os07g42200	1.0764373136454963	2.2024751423690234e-7	Os07g0613500	NA	Similar to Protein kinase APK1B, chloroplast precursor (EC 2.7.1.-)	protein_coding	LOC4343886	4343886	Similar to Protein kinase APK1B, chloroplast precursor (EC 2.7.1.-).	NA	NA	PTK10	PROTEIN TYROSINE KINASE 10	OsPTK10	Protein Tyrosine Kinase 10	PROTEIN TYROSINE KINASE 10	NA	NA	serine/threonine-protein kinase RIPK	GO:0004672, GO:0005524, GO:0006468, GO:0004674, GO:0016772, GO:0006970, GO:0009408	protein kinase activity, ATP binding, protein phosphorylation, protein serine/threonine kinase activity, transferase activity, transferring phosphorus-containing groups, response to osmotic stress, response to heat
LOC_Os12g06180	0.6548562361573149	2.353233666914192e-7	Os12g0158600	NA	TB2/DP1 and HVA22 related protein family protein	protein_coding	LOC4351553	4351553	TB2/DP1 and HVA22 related protein family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	putative HVA22-like protein g	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os08g34150	1.0658594836574518	2.3799292231868846e-7	Os08g0440100	NA	Similar to Temperature stress-induced lipocalin	protein_coding	LOC4345681	4345681	Similar to Temperature stress-induced lipocalin.	NA	NA	NA	NA	NA	NA	NA	NA	NA	temperature-induced lipocalin-1	GO:0006629, GO:0000302, GO:0005737, GO:0005215, GO:0005488, GO:0006810	lipid metabolic process, response to reactive oxygen species, cytoplasm, transporter activity, binding, transport
LOC_Os03g60340	0.7844167705290342	2.411395335118078e-7	Os03g0817800	OsTBL6	Protein of unknown function DUF231 domain containing protein	protein_coding	LOC4334574	4334574	Protein of unknown function DUF231 domain containing protein.	NA	NA	XOAT11	XYLAN O-ACETYLTRANSFERASE 11	OsTBL6, TBL6, OsXOAT11	trichome birefringence-like 6, xylan O-acetyltransferase 11	XYLAN O-ACETYLTRANSFERASE 11	NA	NA	protein trichome birefringence-like 33	GO:0016413, GO:0016020, GO:0016021, GO:0005794, GO:0016740, GO:0000139, GO:1990538, GO:1990937	O-acetyltransferase activity, membrane, integral component of membrane, Golgi apparatus, transferase activity, Golgi membrane, xylan O-acetyltransferase activity, xylan acetylation
LOC_Os03g60340	0.7844167705290342	2.411395335118078e-7	Os03g0817800	OsTBL6	Protein of unknown function DUF231 domain containing protein	protein_coding	LOC4334574	4334574	Conserved hypothetical protein.	NA	NA	XOAT11	XYLAN O-ACETYLTRANSFERASE 11	OsTBL6, TBL6, OsXOAT11	trichome birefringence-like 6, xylan O-acetyltransferase 11	XYLAN O-ACETYLTRANSFERASE 11	NA	NA	protein trichome birefringence-like 33	GO:0016413, GO:0016020, GO:0016021, GO:0005794, GO:0016740, GO:0000139, GO:1990538, GO:1990937	O-acetyltransferase activity, membrane, integral component of membrane, Golgi apparatus, transferase activity, Golgi membrane, xylan O-acetyltransferase activity, xylan acetylation
LOC_Os12g03080	0.7634356389341572	2.426775875146634e-7	Os12g0124100	NA	Conserved hypothetical protein	protein_coding	NA	NA	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006952	defense response
LOC_Os05g46510	0.8721507367709409	2.4984895476412557e-7	Os05g0542800	OsPGL9	Pectin lyase fold/virulence factor domain containing protein	protein_coding	LOC4339483	4339483	Pectin lyase fold/virulence factor domain containing protein.	NA	NA	NA	NA	OsPGL9, PGL9	Polygalacturonases-Like 9, PG-like 9	NA	NA	NA	probable polygalacturonase At1g80170	GO:0005975, GO:0004650, GO:0016787, GO:0016798, GO:0008152, GO:0009505	carbohydrate metabolic process, polygalacturonase activity, hydrolase activity, hydrolase activity, acting on glycosyl bonds, metabolic process, plant-type cell wall
LOC_Os05g46510	0.8721507367709409	2.4984895476412557e-7	Os05g0542800	OsPGL9	Pectin lyase fold/virulence factor domain containing protein	protein_coding	LOC4339483	4339483	Similar to polygalacturonase.	NA	NA	NA	NA	OsPGL9, PGL9	Polygalacturonases-Like 9, PG-like 9	NA	NA	NA	probable polygalacturonase At1g80170	GO:0005975, GO:0004650, GO:0016787, GO:0016798, GO:0008152, GO:0009505	carbohydrate metabolic process, polygalacturonase activity, hydrolase activity, hydrolase activity, acting on glycosyl bonds, metabolic process, plant-type cell wall
LOC_Os11g05450	1.921106633519469	2.634124960917825e-7	Os11g0152025	NA	Conserved hypothetical protein	protein_coding	NA	NA	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os04g51400	0.9476088999455031	2.7180621729828465e-7	Os04g0603200	OsRMT1	Similar to C-terminal zinc-finger (Fragment)	protein_coding	LOC4336897	4336897	Similar to C-terminal zinc-finger (Fragment).	NA	NA	RMT1	RING FINGER PROTEIN WITH MICROTUBULE-TARGETING DOMAIN 1	OsRMT1, OsRING362, RING362	RING finger protein with microtubule-targeting domain 1, RING-type E3 ubiquitin ligase 362	RING FINGER PROTEIN WITH MICROTUBULE-TARGETING DOMAIN 1	NA	NA	probable E3 ubiquitin-protein ligase RHG1A	GO:0061630, GO:0046872, GO:0016567, GO:0005634, GO:0005874, GO:0009414, GO:0009651	ubiquitin protein ligase activity, metal ion binding, protein ubiquitination, nucleus, microtubule, response to water deprivation, response to salt stress
LOC_Os04g51400	0.9476088999455031	2.7180621729828465e-7	Os04g0603200	OsRMT1	Similar to C-terminal zinc-finger (Fragment)	protein_coding	LOC4336897	4336897	Similar to OSIGBa0118P15.2 protein.	NA	NA	RMT1	RING FINGER PROTEIN WITH MICROTUBULE-TARGETING DOMAIN 1	OsRMT1, OsRING362, RING362	RING finger protein with microtubule-targeting domain 1, RING-type E3 ubiquitin ligase 362	RING FINGER PROTEIN WITH MICROTUBULE-TARGETING DOMAIN 1	NA	NA	probable E3 ubiquitin-protein ligase RHG1A	GO:0061630, GO:0046872, GO:0016567, GO:0005634, GO:0005874, GO:0009414, GO:0009651	ubiquitin protein ligase activity, metal ion binding, protein ubiquitination, nucleus, microtubule, response to water deprivation, response to salt stress
LOC_Os04g35270	2.0935439251108168	2.763550476199163e-7	Os04g0432300	NA	Similar to 4-alpha-L-fucosyltransferase	protein_coding	LOC9270041	9270041	Similar to 4-alpha-L-fucosyltransferase.	NA	NA	NA	NA	NA	NA	NA	NA	NA	alpha-(1,4)-fucosyltransferase	GO:0006486, GO:0016021, GO:0046920, GO:0032580, GO:0036065, GO:0008417, GO:0016740, GO:0005794, GO:0016020, GO:0016757	protein glycosylation, integral component of membrane, alpha-(1->3)-fucosyltransferase activity, Golgi cisterna membrane, fucosylation, fucosyltransferase activity, transferase activity, Golgi apparatus, membrane, glycosyltransferase activity
LOC_Os02g35870	0.6763887280725565	2.798174557643421e-7	Os02g0566800	NA	Similar to Avr9 elicitor response protein	protein_coding	LOC4329712	4329712	Similar to Avr9 elicitor response protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	beta-1,3-galactosyltransferase 7	GO:0016758, GO:0000139, GO:0005794, GO:0006486, GO:0016021, GO:0008378, GO:0005783, GO:0008194, GO:0048531, GO:0016020, GO:0016757	hexosyltransferase activity, Golgi membrane, Golgi apparatus, protein glycosylation, integral component of membrane, galactosyltransferase activity, endoplasmic reticulum, UDP-glycosyltransferase activity, beta-1,3-galactosyltransferase activity, membrane, glycosyltransferase activity
LOC_Os03g02440	0.6807258358542446	2.865520825688991e-7	Os03g0115400	OsWD40-60	WD40 repeat-like domain containing protein	protein_coding	LOC4331395	4331395	WD40 repeat-like domain containing protein.	NA	NA	NA	NA	OsWD40-60, OsDWD69, DWD69	DWD motif- containing protein 69	NA	NA	NA	WD repeat-containing protein 44	GO:0017137, GO:0005515	NA
LOC_Os01g59180	1.0921147104211613	2.880265894582795e-7	Os01g0806200	OsFbox045	Cyclin-like F-box domain containing protein	protein_coding	LOC4327552	4327552	Cyclin-like F-box domain containing protein.	NA	NA	NA	NA	OsFbox045, OsFbox45, Os_F0307, OsFBX27, FBX27	F-box protein 45, F-box-type E3 ubiquitin ligase X27	NA	NA	NA	F-box protein At2g26850	GO:0005515	protein binding
LOC_Os01g59180	1.0921147104211613	2.880265894582795e-7	Os01g0806101	OsFbox045	Non-protein coding transcript	nontranslating_CDS	NA	NA	Non-protein coding transcript.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os09g32410	0.9506582090338939	2.9298215621053984e-7	Os09g0500151	NA	Hypothetical genes	protein_coding	LOC4347480	NA	Hypothetical genes.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	NA	NA
